accessed_at,attribution_text,body_focus_code,canonical_decision_code,canonical_decision_note_ko,canonical_decision_source,canonical_status,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_status,display_name_ko,equipment_codes,form_cues_ko,instruction_content_version,instruction_identity_status,instruction_summary_ko,legacy_source_identity,legacy_source_key,legacy_source_track,license_id,license_name,license_review_status,license_url,license_version,location_codes,name_en,name_ko,phase_codes,primary_body_area_codes,primary_movement_pattern_code,production_eligible,recovery_eligible,representative_exercise_id,review_required,review_required_codes,review_status_code,secondary_body_area_codes,setup_condition_ko,source_author,source_identity,source_instruction_en,source_instruction_steps_en,source_key,source_license,source_license_author,source_license_status,source_media_id,source_media_reference,source_name,source_name_en,source_name_ko,source_provenance_status,source_record_id,source_system,source_track,source_url,stable_code,timing_mode_code,timing_phase_review_status,training_type_code,v1_exercise_ids,exercise_id,legacy_exercise_id,family_code,is_representative,variant_type_code,record_type,variant_relation_status_code,variant_materialization_status_code,safety_mapping_status_code,safety_mapping_source_representative_exercise_id,fitt_mapping_status_code,allowed_experience_level_codes,fitt_mapping_exception_code,fitt_mapping_note,fitt_template_ids_by_experience,mapping_source_exercise_id,difficulty_policy_rule_code,variant_candidate_pair_id,safety_rule_binding_status_code,fitt_mapping_source_representative_exercise_id,fitt_allowed_experience_level_codes,representative_source_key,raw_source_record_json
REVIEW_REQUIRED,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,CORE,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,,15,30,BEGINNER,APPROVED,누워서 복부 수축하기,"[""MAT""]","[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,복부 브레이싱 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,,,,KOGL_TYPE_1,공공누리 제1유형,REVIEW_REQUIRED,https://www.kogl.or.kr/info/license.do,1,"[""HOME"",""GYM""]",,누워서 복부 수축하기,"[""MAIN""]","[""ABDOMEN""]",CORE_BRACE,false,false,REX-000001,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""LOWER_BACK""]",,서울올림픽기념국민체육진흥공단,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,,,kspo:9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,KOGL_TYPE_1,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,REVIEW_REQUIRED,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,file:0AUDLJ08S_00234.mp4;frames:6,누워서 배가로근 수축1,,누워서 배가로근 수축1,RESOLVED_INTEGRATED_SOURCE,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,kspo,kspo,https://www.data.go.kr/data/15108846/openapi.do,abs_core_brace_core_brace_mat,DURATION,APPROVED_FROM_POLICY,STRENGTH,[],REX-000001,REX-000001,ABS_CORE_BRACE,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000001,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,MOBILITY,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,네발기기 대퇴사두근 스트레칭,"[""BODYWEIGHT""]","[""손은 어깨 아래, 무릎은 고관절 아래에 둔다."",""한쪽 다리를 뒤로 뻗되 무릎을 굽히고 발을 세운다."",""엉덩이를 천천히 낮춰 허벅지 앞쪽이 당기는 범위를 찾는다."",""20~30초 유지한 뒤 반대쪽도 같은 방법으로 진행한다.""]",representative-content-v0.1.0,ALIGNED_AFTER_FIRST_PASS_REVIEW_REQUIRED,네발기기 자세에서 한쪽 다리를 뒤로 뻗고 무릎을 굽힌 채 엉덩이를 낮춰 허벅지 앞쪽을 스트레칭합니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""HOME"",""GYM""]",quadruped quadriceps stretch,네발기기 대퇴사두근 스트레칭,"[""WARMUP"",""COOLDOWN""]","[""KNEE"",""HIP""]",MOBILITY_STRETCH,false,true,REX-000002,true,"[""INSTRUCTION_CONTENT_REVIEW_REQUIRED"",""INSTRUCTION_SOURCE_REFINED_FROM_IMAGE_AND_TEXT_REVIEW"",""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""ANKLE_FOOT""]",손과 무릎을 지지할 안정적인 바닥 공간을 확보한다.,Aliaksandr Makatserchyk / Gym visual,1512,"Start on all fours with your hands directly under your shoulders and your knees directly under your hips. Extend one leg straight back, keeping your knee bent and your foot flexed. Slowly lower your hips towards the ground, feeling a stretch in your quads. Hold this position for 20-30 seconds. Switch legs and repeat the stretch on the other side.","[""Start on all fours with your hands directly under your shoulders and your knees directly under your hips."", ""Extend one leg straight back, keeping your knee bent and your foot flexed."", ""Slowly lower your hips towards the ground, feeling a stretch in your quads."", ""Hold this position for 20-30 seconds."", ""Switch legs and repeat the stretch on the other side.""]",gymvisual:1512,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,qBcKorM,image:images/1512-qBcKorM.jpg;gif:videos/1512-qBcKorM.gif,all fours squad stretch,all fours squad stretch,,RESOLVED_INTEGRATED_SOURCE,1512,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,DURATION,APPROVED_FROM_POLICY,MOBILITY,[],REX-000002,REX-000002,ALL_FOURS_SQUAT_STRETCH,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000002,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,MOBILITY,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,발목 돌리기,"[""BODYWEIGHT""]","[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,발목 돌리기 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""HOME"",""GYM""]",ankle circles,발목 돌리기,"[""WARMUP"",""COOLDOWN""]","[""ANKLE_FOOT""]",MOBILITY_STRETCH,false,true,REX-000003,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""KNEE""]",,Aliaksandr Makatserchyk / Gym visual,1368,"Sit on the ground with your legs extended in front of you. Lift one leg off the ground and rotate your ankle in a circular motion. Perform the desired number of circles in one direction, then switch to the other direction. Repeat with the other leg.","[""Sit on the ground with your legs extended in front of you."", ""Lift one leg off the ground and rotate your ankle in a circular motion."", ""Perform the desired number of circles in one direction, then switch to the other direction."", ""Repeat with the other leg.""]",gymvisual:1368,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,uL9CsKm,image:images/1368-uL9CsKm.jpg;gif:videos/1368-uL9CsKm.gif,ankle circles,ankle circles,,RESOLVED_INTEGRATED_SOURCE,1368,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,ankle_circles_mobility_stretch_bodyweight,DURATION,APPROVED_FROM_POLICY,MOBILITY,[],REX-000003,REX-000003,ANKLE_CIRCLES,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000003,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,GLUTES,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,데드리프트,"[""BARBELL""]","[""발을 편하게 두고 기구나 주변을 안정적으로 준비한다."",""엉덩이를 뒤로 보내며 상체를 천천히 기울인다."",""등과 목을 편안히 두고 엉덩이로 힘을 낸다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,데드리프트 운동은 엉덩이를 뒤로 보내며 엉덩이를 사용하는 운동입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""GYM""]",barbell deadlift,데드리프트,"[""MAIN""]","[""HIP""]",HIP_DOMINANT,false,false,REX-000004,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""KNEE"",""LOWER_BACK""]",,Aliaksandr Makatserchyk / Gym visual,0032,"Stand with your feet shoulder-width apart and the barbell on the ground in front of you. Bend your knees and hinge at the hips to lower your torso and grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Keep your back straight and chest lifted as you drive through your heels to lift the barbell off the ground, extending your hips and knees. As you stand up straight, squeeze your glutes and keep your core engaged. Lower the barbell back down to the ground by bending at the hips and knees, keeping your back straight. Repeat for the desired number of repetitions.","[""Stand with your feet shoulder-width apart and the barbell on the ground in front of you."", ""Bend your knees and hinge at the hips to lower your torso and grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart."", ""Keep your back straight and chest lifted as you drive through your heels to lift the barbell off the ground, extending your hips and knees."", ""As you stand up straight, squeeze your glutes and keep your core engaged."", ""Lower the barbell back down to the ground by bending at the hips and knees, keeping your back straight."", ""Repeat for the desired number of repetitions.""]",gymvisual:0032,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,ila4NZS,image:images/0032-ila4NZS.jpg;gif:videos/0032-ila4NZS.gif,barbell deadlift,barbell deadlift,,RESOLVED_INTEGRATED_SOURCE,0032,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,barbell_deadlift_hip_dominant_barbell,REPS,APPROVED_FROM_POLICY,STRENGTH,[],REX-000004,REX-000004,BARBELL_DEADLIFT,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000004,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,SHOULDERS,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,프론트 레이즈,"[""BARBELL""]","[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,프론트 레이즈 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""GYM""]",barbell front raise,프론트 레이즈,"[""MAIN""]","[""SHOULDER""]",ISOLATION,false,false,REX-000005,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""ELBOW""]",,Aliaksandr Makatserchyk / Gym visual,0041,"Stand with your feet shoulder-width apart and hold a barbell in front of your thighs with an overhand grip. Keep your arms straight and lift the barbell forward and upward until it reaches shoulder level. Pause for a moment at the top, then slowly lower the barbell back down to the starting position. Repeat for the desired number of repetitions.","[""Stand with your feet shoulder-width apart and hold a barbell in front of your thighs with an overhand grip."", ""Keep your arms straight and lift the barbell forward and upward until it reaches shoulder level."", ""Pause for a moment at the top, then slowly lower the barbell back down to the starting position."", ""Repeat for the desired number of repetitions.""]",gymvisual:0041,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,b2Uoz54,image:images/0041-b2Uoz54.jpg;gif:videos/0041-b2Uoz54.gif,barbell front raise,barbell front raise,,RESOLVED_INTEGRATED_SOURCE,0041,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,barbell_front_raise_isolation_barbell,REPS,APPROVED_FROM_POLICY,STRENGTH,[],REX-000005,REX-000005,BARBELL_FRONT_RAISE,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000005,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,BACK,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,풀오버,"[""BARBELL""]","[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,풀오버 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""GYM""]",barbell pullover,풀오버,"[""MAIN""]","[""UPPER_BACK""]",ISOLATION,false,false,REX-000006,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""CHEST"",""ELBOW""]",안정적인 지지물(벤치 또는 의자 등)을 준비한다.,Aliaksandr Makatserchyk / Gym visual,0073,"Lie flat on a bench with your head at one end and your feet on the floor. Hold a barbell with a shoulder-width grip and extend your arms straight above your chest. Keeping your arms straight, lower the barbell behind your head in a controlled manner until you feel a stretch in your lats. Pause for a moment, then raise the barbell back to the starting position. Repeat for the desired number of repetitions.","[""Lie flat on a bench with your head at one end and your feet on the floor."", ""Hold a barbell with a shoulder-width grip and extend your arms straight above your chest."", ""Keeping your arms straight, lower the barbell behind your head in a controlled manner until you feel a stretch in your lats."", ""Pause for a moment, then raise the barbell back to the starting position."", ""Repeat for the desired number of repetitions.""]",gymvisual:0073,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,i6LWjok,image:images/0073-i6LWjok.jpg;gif:videos/0073-i6LWjok.gif,barbell pullover,barbell pullover,,RESOLVED_INTEGRATED_SOURCE,0073,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,barbell_pullover_isolation_barbell,REPS,APPROVED_FROM_POLICY,STRENGTH,[],REX-000006,REX-000006,BARBELL_PULLOVER,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000006,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,HAMSTRINGS,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,루마니안 데드리프트,"[""BARBELL""]","[""발을 편하게 두고 기구나 주변을 안정적으로 준비한다."",""엉덩이를 뒤로 보내며 상체를 천천히 기울인다."",""등과 목을 편안히 두고 엉덩이로 힘을 낸다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,루마니안 데드리프트 운동은 엉덩이를 뒤로 보내며 허벅지 뒤쪽을 사용하는 운동입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""GYM""]",barbell straight leg deadlift,루마니안 데드리프트,"[""MAIN""]","[""HIP""]",HIP_DOMINANT,false,false,REX-000007,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""KNEE"",""LOWER_BACK""]",,Aliaksandr Makatserchyk / Gym visual,0116,"Stand with your feet shoulder-width apart and your toes pointing forward. Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Bend at your hips and lower the barbell towards the ground, keeping your back straight and your knees slightly bent. Lower the barbell until you feel a stretch in your hamstrings. Engage your hamstrings and glutes to lift the barbell back up to the starting position. Repeat for the desired number of repetitions.","[""Stand with your feet shoulder-width apart and your toes pointing forward."", ""Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart."", ""Bend at your hips and lower the barbell towards the ground, keeping your back straight and your knees slightly bent."", ""Lower the barbell until you feel a stretch in your hamstrings."", ""Engage your hamstrings and glutes to lift the barbell back up to the starting position."", ""Repeat for the desired number of repetitions.""]",gymvisual:0116,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,hrVQWvE,image:images/0116-hrVQWvE.jpg;gif:videos/0116-hrVQWvE.gif,barbell straight leg deadlift,barbell straight leg deadlift,,RESOLVED_INTEGRATED_SOURCE,0116,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,barbell_straight_leg_deadlift_hip_dominant_barbell,REPS,APPROVED_FROM_POLICY,STRENGTH,[],REX-000007,REX-000007,BARBELL_STRAIGHT_LEG_DEADLIFT,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000007,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,BACK,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,백 익스텐션,"[""BODYWEIGHT""]","[""발을 편하게 두고 기구나 주변을 안정적으로 준비한다."",""엉덩이를 뒤로 보내며 상체를 천천히 기울인다."",""등과 목을 편안히 두고 엉덩이로 힘을 낸다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,백 익스텐션 운동은 엉덩이를 뒤로 보내며 등을 사용하는 운동입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""HOME"",""GYM""]",hyperextension,백 익스텐션,"[""MAIN""]","[""LOWER_BACK""]",HIP_DOMINANT,false,false,REX-000008,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""HIP"",""UPPER_BACK""]",안정적인 지지물(벤치 또는 의자 등)을 준비한다.,Aliaksandr Makatserchyk / Gym visual,0489,"Adjust the hyperextension bench so that your upper thighs are resting on the pad and your feet are secured. Cross your arms over your chest or place your hands behind your head. Lower your upper body towards the ground while keeping your back straight. Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs. Repeat for the desired number of repetitions.","[""Adjust the hyperextension bench so that your upper thighs are resting on the pad and your feet are secured."", ""Cross your arms over your chest or place your hands behind your head."", ""Lower your upper body towards the ground while keeping your back straight."", ""Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs."", ""Repeat for the desired number of repetitions.""]",gymvisual:0489,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,zhMwOwE,image:images/0489-zhMwOwE.jpg;gif:videos/0489-zhMwOwE.gif,hyperextension,hyperextension,,RESOLVED_INTEGRATED_SOURCE,0489,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,bodyweight_back_extension_hip_dominant_bodyweight,REPS,APPROVED_FROM_POLICY,STRENGTH,[],REX-000008,REX-000008,BODYWEIGHT_BACK_EXTENSION,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000008,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,CORE,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,,15,30,BEGINNER,APPROVED,크런치,"[""BODYWEIGHT""]","[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""HOME"",""GYM""]",crunch floor,크런치,"[""MAIN""]","[""ABDOMEN""]",CORE_BRACE,false,false,REX-000009,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""LOWER_BACK""]",,Aliaksandr Makatserchyk / Gym visual,0274,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engage your abs and lift your shoulders off the ground, curling forward towards your knees. Pause for a moment at the top, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.","[""Lie flat on your back with your knees bent and feet flat on the ground."", ""Place your hands behind your head with your elbows pointing outwards."", ""Engage your abs and lift your shoulders off the ground, curling forward towards your knees."", ""Pause for a moment at the top, then slowly lower your shoulders back down to the starting position."", ""Repeat for the desired number of repetitions.""]",gymvisual:0274,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,TFqbd8t,image:images/0274-TFqbd8t.jpg;gif:videos/0274-TFqbd8t.gif,crunch floor,crunch floor,,RESOLVED_INTEGRATED_SOURCE,0274,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,bodyweight_crunch_core_brace_bodyweight,DURATION,APPROVED_FROM_POLICY,STRENGTH,[],REX-000009,REX-000009,BODYWEIGHT_CRUNCH,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000009,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,GLUTES,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,포워드 런지,"[""BODYWEIGHT""]","[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,CONTENT_PRESENT_REVIEWED_ARTIFACT,포워드 런지 운동은 다리를 굽혔다 펴며 엉덩이를 사용하는 운동입니다.,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,"[""HOME"",""GYM""]",forward lunge (male),포워드 런지,"[""MAIN""]","[""HIP"",""KNEE""]",KNEE_DOMINANT,false,false,REX-000010,true,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,"[""ANKLE_FOOT""]",,Aliaksandr Makatserchyk / Gym visual,3470,"Stand with your feet hip-width apart and hands on your hips. Take a big step forward with your right foot, lowering your body into a lunge position. Bend your right knee to about 90 degrees, keeping your knee aligned with your ankle. Push off with your right foot and return to the starting position. Repeat with your left leg, alternating sides for the desired number of repetitions.","[""Stand with your feet hip-width apart and hands on your hips."", ""Take a big step forward with your right foot, lowering your body into a lunge position."", ""Bend your right knee to about 90 degrees, keeping your knee aligned with your ankle."", ""Push off with your right foot and return to the starting position."", ""Repeat with your left leg, alternating sides for the desired number of repetitions.""]",gymvisual:3470,MIT,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,kMzUs9Y,image:images/3470-kMzUs9Y.jpg;gif:videos/3470-kMzUs9Y.gif,forward lunge (male),forward lunge (male),,RESOLVED_INTEGRATED_SOURCE,3470,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,bodyweight_forward_lunge_knee_dominant_bodyweight,REPS,APPROVED_FROM_POLICY,STRENGTH,[],REX-000010,REX-000010,BODYWEIGHT_FORWARD_LUNGE,true,,REPRESENTATIVE,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,REX-000010,RETAINED_FROM_REVIEWED_CATALOG,,,,,,,,,,,,
