review_classification,change_code,condition_code,context_equipment_check_code,direction_code,evidence_reviewed_at,evidence_reviewer,evidence_source,map_relation_id,movement_load_impact_check_code,nrs_recovery_check_code,pain_discomfort_area_code,pain_score_max,pain_score_min,production_eligible,review_decision,review_reason_code,review_reason_ko,review_stage_code,review_status_code,selection_basis_codes,selection_rank,selection_score,service_action_code,severity_code,source_difficulty_code,source_exercise_id,source_exercise_name_ko,source_exercise_stable_code,source_load_to_avoid_code,source_load_to_avoid_roles,source_primary_body_area_codes,source_primary_movement_pattern_code,source_record_type,source_secondary_body_area_codes,source_training_type_code,target_area_exclusion_check_code,target_body_focus_code,target_default_dosage_present,target_difficulty_code,target_difficulty_not_higher,target_equipment_codes,target_exercise_id,target_exercise_name_ko,target_exercise_stable_code,target_location_codes,target_pain_area_overlap,target_primary_body_area_codes,target_primary_movement_pattern_code,target_record_type,target_recovery_eligible,target_secondary_body_area_codes,target_strategy_code,target_timing_mode_code,target_training_type_code,user_review_decision_code,user_review_status,review_method_code,reviewer_reference,reviewed_at,evidence_reference,review_note_ko
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-12ae2c3aa722bb7c,PASS,PASS,ABDOMEN,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""CROSS_BODY_AREA_TARGET"", ""BODYWEIGHT_TARGET"", ""REPRESENTATIVE_TARGET"", ""PAIN_AREA_CROSS_TRAINING_ANCHOR""]",2,73,LOAD_REDUCED,MILD,BEGINNER,REX-000084,앉아서 허리 스트레칭,seated_lower_back_stretch_mobility_stretch_bodyweight,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]","[""LOWER_BACK""]",MOBILITY_STRETCH,REPRESENTATIVE,"[""UPPER_BACK"", ""ABDOMEN""]",MOBILITY,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,CALVES,True,BEGINNER,True,"[""BODYWEIGHT""]",REX-000016,스탠딩 카프 레이즈,bodyweight_standing_calf_raise_isolation_bodyweight,"[""HOME"", ""GYM""]",False,"[""ANKLE_FOOT""]",ISOLATION,REPRESENTATIVE,False,"[""KNEE""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-25f743968a1e9c88,PASS,PASS,SHOULDER,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""REPRESENTATIVE_TARGET""]",6,68,LOAD_REDUCED,MILD,BEGINNER,REX-000046,벽 짚고 한 팔 광배근 스트레칭,one_arm_wall_lats_isolation_bodyweight,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]","[""UPPER_BACK""]",ISOLATION,REPRESENTATIVE,"[""SHOULDER"", ""ELBOW""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,CALVES,True,BEGINNER,True,"[""BARBELL""]",REX-000080,시티드 카프 레이즈,seated_calf_raise_isolation_barbell,"[""GYM""]",False,"[""ANKLE_FOOT""]",ISOLATION,REPRESENTATIVE,False,"[""KNEE""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-3cfa23dd35b61305,PASS,PASS,UPPER_BACK,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""BODYWEIGHT_TARGET"", ""REPRESENTATIVE_TARGET""]",2,73,LOAD_REDUCED,MILD,BEGINNER,REX-000046,벽 짚고 한 팔 광배근 스트레칭,one_arm_wall_lats_isolation_bodyweight,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]","[""UPPER_BACK""]",ISOLATION,REPRESENTATIVE,"[""SHOULDER"", ""ELBOW""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,QUADRICEPS,True,BEGINNER,True,"[""BODYWEIGHT""]",REX-000057,의자 잡고 무릎 들기,hip_flexion_isolation_bodyweight,"[""HOME"", ""GYM""]",False,"[""KNEE""]",ISOLATION,REPRESENTATIVE,False,"[""HIP"", ""ANKLE_FOOT""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-425af355c555a4de,PASS,PASS,KNEE,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""REPRESENTATIVE_TARGET""]",2,68,LOAD_REDUCED,MILD,BEGINNER,REX-000057,의자 잡고 무릎 들기,hip_flexion_isolation_bodyweight,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]","[""KNEE""]",ISOLATION,REPRESENTATIVE,"[""HIP"", ""ANKLE_FOOT""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,SHOULDERS,True,BEGINNER,True,"[""BARBELL""]",REX-000005,프론트 레이즈,barbell_front_raise_isolation_barbell,"[""GYM""]",False,"[""SHOULDER""]",ISOLATION,REPRESENTATIVE,False,"[""ELBOW""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-455b6a817b4abc5d,PASS,PASS,KNEE,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""REPRESENTATIVE_TARGET""]",7,68,LOAD_REDUCED,MILD,BEGINNER,REX-000016,스탠딩 카프 레이즈,bodyweight_standing_calf_raise_isolation_bodyweight,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]","[""ANKLE_FOOT""]",ISOLATION,REPRESENTATIVE,"[""KNEE""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,BICEPS,True,BEGINNER,True,"[""DUMBBELL""]",REX-000030,덤벨 바이셉스 컬,dumbbell_standing_curl_isolation_dumbbell,"[""HOME"", ""GYM""]",False,"[""ELBOW""]",ISOLATION,REPRESENTATIVE,False,"[""WRIST_HAND""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-45a0deb83f695f81,PASS,PASS,KNEE,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""REPRESENTATIVE_TARGET""]",7,68,LOAD_REDUCED,MILD,BEGINNER,REX-000080,시티드 카프 레이즈,seated_calf_raise_isolation_barbell,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]","[""ANKLE_FOOT""]",ISOLATION,REPRESENTATIVE,"[""KNEE""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,BICEPS,True,BEGINNER,True,"[""DUMBBELL""]",REX-000030,덤벨 바이셉스 컬,dumbbell_standing_curl_isolation_dumbbell,"[""HOME"", ""GYM""]",False,"[""ELBOW""]",ISOLATION,REPRESENTATIVE,False,"[""WRIST_HAND""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-4b56f60e76438c66,PASS,PASS,ABDOMEN,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""CROSS_BODY_AREA_TARGET"", ""BODYWEIGHT_TARGET"", ""REPRESENTATIVE_TARGET"", ""PAIN_AREA_CROSS_TRAINING_ANCHOR""]",2,73,LOAD_REDUCED,MILD,BEGINNER,REX-000091,척추 스트레칭,spine_stretch_mobility_stretch_bodyweight,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]","[""UPPER_BACK"", ""LOWER_BACK""]",MOBILITY_STRETCH,REPRESENTATIVE,"[""ABDOMEN""]",MOBILITY,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,CALVES,True,BEGINNER,True,"[""BODYWEIGHT""]",REX-000016,스탠딩 카프 레이즈,bodyweight_standing_calf_raise_isolation_bodyweight,"[""HOME"", ""GYM""]",False,"[""ANKLE_FOOT""]",ISOLATION,REPRESENTATIVE,False,"[""KNEE""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-4de40cb925543dc9,PASS,PASS,KNEE,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""REPRESENTATIVE_TARGET""]",6,68,LOAD_REDUCED,MILD,BEGINNER,REX-000080,시티드 카프 레이즈,seated_calf_raise_isolation_barbell,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]","[""ANKLE_FOOT""]",ISOLATION,REPRESENTATIVE,"[""KNEE""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,BACK,True,BEGINNER,True,"[""DUMBBELL""]",REX-000029,슈러그,dumbbell_shrug_isolation_dumbbell,"[""HOME"", ""GYM""]",False,"[""UPPER_BACK""]",ISOLATION,REPRESENTATIVE,False,"[""SHOULDER""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-4f660b93cc1741e8,PASS,PASS,SHOULDER,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""REPRESENTATIVE_TARGET""]",10,68,LOAD_REDUCED,MILD,BEGINNER,REX-000029,슈러그,dumbbell_shrug_isolation_dumbbell,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""SECONDARY""]","[""UPPER_BACK""]",ISOLATION,REPRESENTATIVE,"[""SHOULDER""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,CALVES,True,BEGINNER,True,"[""BARBELL""]",REX-000080,시티드 카프 레이즈,seated_calf_raise_isolation_barbell,"[""GYM""]",False,"[""ANKLE_FOOT""]",ISOLATION,REPRESENTATIVE,False,"[""KNEE""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DOMAIN_APPROVED,ADDED_AFTER_DIFFICULTY_POLICY,NRS_1_3,PASS,A_TO_B,2026-08-28T00:00:00+09:00,DATA_REVIEW_PIPELINE,data/generated/exercise-catalog-v2.0.2-final/catalog/exercises.jsonl,ALT-MAP-5d089b0b840b218b,PASS,PASS,KNEE,3,1,True,KEEP,,통증 부위 비중복·movement/load/impact·NRS·context/equipment 조건을 모두 통과했다.,REMAINING_CANDIDATE_KEEP,DOMAIN_APPROVED,"[""SAME_TRAINING_TYPE"", ""SAME_MOVEMENT_PATTERN"", ""CROSS_BODY_AREA_TARGET"", ""REPRESENTATIVE_TARGET""]",6,68,LOAD_REDUCED,MILD,BEGINNER,REX-000057,의자 잡고 무릎 들기,hip_flexion_isolation_bodyweight,PAIN_AREA_IN_SOURCE_PRIMARY_OR_SECONDARY_TARGET,"[""PRIMARY""]","[""KNEE""]",ISOLATION,REPRESENTATIVE,"[""HIP"", ""ANKLE_FOOT""]",STRENGTH,TARGET_PRIMARY_AND_SECONDARY_EXCLUDE_PAIN_AREA,BACK,True,BEGINNER,True,"[""DUMBBELL""]",REX-000029,슈러그,dumbbell_shrug_isolation_dumbbell,"[""HOME"", ""GYM""]",False,"[""UPPER_BACK""]",ISOLATION,REPRESENTATIVE,False,"[""SHOULDER""]",AREA_AVOIDING_CROSS_TRAINING_WITH_REDUCED_LOAD,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,OWNER_BATCH_CONFIRMATION,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,EXTERNAL_EXPERT_SOURCE_APPROVAL; OWNER_VISUAL_REVIEW,일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
