method,feature,importance_mean,importance_std
permutation_pr_auc,experience_level_code,0.10173588440652322,0.003151598630812296
permutation_pr_auc,day_of_week,0.05264582068145527,0.001574093776990264
permutation_pr_auc,is_weekend,0.0,0.0
permutation_pr_auc,workout_completed_prev_day,6.697180456871621e-08,1.0799462657323119e-05
permutation_pr_auc,workout_count_7d,-0.0002932913379672497,0.0005839212320136761
permutation_pr_auc,workout_count_28d,0.0070400983267100425,0.0017273304567614136
permutation_pr_auc,completion_rate_7d,-0.00010704623349799824,0.00014827257826074318
permutation_pr_auc,completion_rate_28d,0.01990615528435582,0.0043870441055666905
permutation_pr_auc,days_since_last_workout,-0.00016080339591557636,0.00015009975866630187
permutation_pr_auc,consecutive_workout_days,0.0002809747540853724,0.0002010430203716411
permutation_pr_auc,consecutive_non_workout_days,3.448598908899481e-05,2.4181239353432773e-05
permutation_pr_auc,is_return_mode_candidate,0.0,0.0
permutation_pr_auc,sleep_minutes_prev_day,-0.0001258030167789137,0.0002811795796545614
permutation_pr_auc,resting_hr_prev_day,1.737153838388128e-05,0.00017996656750596647
permutation_pr_auc,resting_hr_trend_code_prev_day,-0.00011614777463608839,0.00011809861576691481
permutation_pr_auc,last_workout_duration_min_prev_day,0.00040617511361524806,0.00011193476807647875
permutation_pr_auc,last_workout_type_code_prev_day,0.00044898869427763,0.0002169338896896159
permutation_pr_auc,last_workout_calories_prev_day,0.0005299188522983833,0.00024966581251205025
permutation_pr_auc,last_workout_avg_hr_prev_day,-0.0007188779649957677,0.00017395558150068712
