candidate_pair_id,left_record_id,right_record_id,left_stable_code,right_stable_code,candidate_relation_code,queue_code,final_decision_code,final_decision_source,final_review_status_code,retained_side,decision_note_ko
ERP-20260827-00001,NEX-000032,REX-000004,barbell_deadlift_hip_dominant_barbell,barbell_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00002,NEX-000186,REX-000004,barbell_deadlift_hip_dominant_barbell,barbell_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00003,NEX-000192,REX-000004,barbell_deadlift_hip_dominant_barbell,barbell_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00004,REX-000004,REX-000007,barbell_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00005,NEX-000035,REX-000005,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00006,NEX-000036,REX-000005,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00007,NEX-000053,REX-000005,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00008,NEX-000098,REX-000005,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00009,NEX-000003,REX-000006,barbell_pullover_isolation_barbell,barbell_pullover_isolation_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00010,NEX-000061,REX-000007,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00011,NEX-000062,REX-000007,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00012,NEX-000104,REX-000007,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00013,NEX-000107,REX-000007,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00014,NEX-000193,REX-000007,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00015,NEX-000205,REX-000007,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00016,NEX-000031,REX-000009,bodyweight_crunch_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00017,REX-000009,REX-000013,bodyweight_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
ERP-20260827-00018,NEX-000041,REX-000010,bodyweight_forward_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,PRIMARY_VARIANT,VARIANT_CANDIDATE_QUEUE,VARIANT_CANDIDATE,AUTO_RULE,REVIEW_REQUIRED,both,자동 규칙으로 Variant 후보 Queue에 보관했으며 대표-Variant 확정은 별도 검토가 필요하다.
