stable_code,goal_code,role_eligibility_code,experience_level_code,phase_code,sets,reps,work_seconds_per_set,rest_seconds_per_set,intensity_code,prescription_version,reviewer_role_code,reviewer_reference,evidence_reference,reviewed_at,review_status_code,artifact_status_code,production_eligible
abs_core_brace_core_brace_mat,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
all_fours_squat_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
all_fours_squat_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
ankle_circles_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
ankle_circles_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
barbell_deadlift_hip_dominant_barbell,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
barbell_front_raise_isolation_barbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
barbell_pullover_isolation_barbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
barbell_straight_leg_deadlift_hip_dominant_barbell,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_back_extension_hip_dominant_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_crunch_core_brace_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_forward_lunge_knee_dominant_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_glute_bridge_hip_dominant_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_reverse_crunch_core_brace_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_russian_twist_core_brace_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_split_squat_knee_dominant_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
bodyweight_standing_calf_raise_isolation_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
butterfly_adductor_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
butterfly_adductor_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cable_fly_isolation_cable_machine,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cable_triceps_pushdown_isolation_cable_machine,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_cycling_stationary_bike,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_elliptical_elliptical_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_gait_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_gait_bodyweight_rex_000058,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_gait_bodyweight_rex_000062,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_gait_bodyweight_rex_000065,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_gait_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_gait_machine_rex_000071,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_gait_step_box,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_jump_plyometric_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
cardio_jump_plyometric_jump_rope,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
chair_leg_extended_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
chair_leg_extended_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
chest_front_shoulder_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
chest_front_shoulder_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
close_grip_push_up_horizontal_push_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
crunch_variant_core_brace_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dead_bug_core_brace_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dumbbell_goblet_squat_knee_dominant_dumbbell,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dumbbell_lateral_raise_isolation_dumbbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dumbbell_preacher_curl_isolation_dumbbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dumbbell_rear_fly_isolation_dumbbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dumbbell_shrug_isolation_dumbbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dumbbell_standing_curl_isolation_dumbbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dynamic_chest_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
dynamic_chest_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
hamstring_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
hamstring_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
hand_grip_squeeze_isolation_household_weight,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
hip_adduction_isolation_stability_ball,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
hip_flexion_isolation_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
hip_flexion_isolation_bodyweight_rex_000064,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
