experiment_id,split_type,split_part,ablation_id,model_id,n_train,n_val,n_test,n_users_train,n_users_val,n_users_test,hyperparams,feature_columns,seed,git_commit,source_fingerprint,config_sha256,run_at,threshold,calibration_bins,n_validation_predictions,prediction_path,test_accessed,duration_seconds,precision,recall,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,calibration_curve,unavailable_metrics,selected,selected_for_split
time_A0_majority,time,val,A0,majority,79652,14966,,286,285,,"{""strategy"":""most_frequent""}",[],42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A0_majority.parquet,False,2.3622847909991833,0.536215421622344,1.0,0.698099256230699,0.5,0.536215421622344,0.463784578377656,0,6941,0,8025,"{""n_bins"":10,""probability_predicted"":[1.0],""probability_true"":[0.536215421622344]}",{},False,False
time_A1_logreg,time,val,A1,logreg,79652,14966,,286,285,,"{""max_iter"":1000,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A1_logreg.parquet,False,0.07936545799930173,0.7411533420707732,0.5637383177570093,0.6403850237100998,0.7134404040104827,0.7231549470726355,0.21238563343256547,5361,1580,3501,4524,"{""n_bins"":10,""probability_predicted"":[0.2069263320662834,0.33803182531750314,0.49516909942386034,0.6316612505055721,0.79187284650206],""probability_true"":[0.25435540069686413,0.33797634691195794,0.47569113441372735,0.5811546840958606,0.8099812558575445]}",{},False,False
time_A1_rf,time,val,A1,rf,79652,14966,,286,285,,"{""min_samples_leaf"":5,""n_estimators"":300,""n_jobs"":-1,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A1_rf.parquet,False,0.5219475419999071,0.7411533420707732,0.5637383177570093,0.6403850237100998,0.7116293404893314,0.7200209610287183,0.21165084030805204,5361,1580,3501,4524,"{""n_bins"":10,""probability_predicted"":[0.2534088263943636,0.343014820701346,0.48289560452742847,0.577980231290809,0.8129417175931581],""probability_true"":[0.25435540069686413,0.33797634691195794,0.47569113441372735,0.5811546840958606,0.8099812558575445]}",{},False,False
time_A1_histgb,time,val,A1,histgb,79652,14966,,286,285,,"{""learning_rate"":0.1,""max_iter"":300,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A1_histgb.parquet,False,0.446970875000261,0.7411533420707732,0.5637383177570093,0.6403850237100998,0.7114422181439377,0.7198454263916161,0.21165525964885712,5361,1580,3501,4524,"{""n_bins"":10,""probability_predicted"":[0.25338999792050815,0.34443790132520075,0.4823229236260156,0.5761927251008081,0.8130647715219518],""probability_true"":[0.25435540069686413,0.33797634691195794,0.47569113441372735,0.5811546840958606,0.8099812558575445]}",{},False,False
time_A2_logreg,time,val,A2,logreg,79652,14966,,286,285,,"{""max_iter"":1000,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend"",""workout_completed_prev_day"",""workout_count_7d"",""workout_count_28d"",""completion_rate_7d"",""completion_rate_28d"",""days_since_last_workout"",""consecutive_workout_days"",""consecutive_non_workout_days"",""is_return_mode_candidate""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A2_logreg.parquet,False,0.11822433300039847,0.6859070464767616,0.6841121495327103,0.6850084222346996,0.727787991441886,0.7621133971865417,0.20963294562993098,4427,2514,2535,5490,"{""n_bins"":10,""probability_predicted"":[0.17756094376822024,0.25982574087650384,0.345991965158294,0.4582477311442501,0.5405125091354595,0.6464251899795778,0.7647759324076081,0.8270792293473215,0.913275816861321],""probability_true"":[0.19082125603864733,0.3025387870239774,0.33765707336846373,0.4483665039429215,0.5042662116040956,0.5947030497592295,0.7639055622248899,0.8645943097997892,1.0]}",{},False,False
time_A2_rf,time,val,A2,rf,79652,14966,,286,285,,"{""min_samples_leaf"":5,""n_estimators"":300,""n_jobs"":-1,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend"",""workout_completed_prev_day"",""workout_count_7d"",""workout_count_28d"",""completion_rate_7d"",""completion_rate_28d"",""days_since_last_workout"",""consecutive_workout_days"",""consecutive_non_workout_days"",""is_return_mode_candidate""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A2_rf.parquet,False,1.0916241250015446,0.6798408828435776,0.6601869158878505,0.66986976861803,0.709456249178097,0.7476096779330321,0.2162378740158488,4446,2495,2727,5298,"{""n_bins"":10,""probability_predicted"":[0.07838988630101085,0.1632974228535413,0.2550970923252906,0.3519483699758239,0.4495491192923711,0.5472414582230958,0.6498087913173173,0.7535134426311211,0.8479774461056997,0.9475639005667831],""probability_true"":[0.23214285714285715,0.2898832684824903,0.31017881705639616,0.36946011281224816,0.44881889763779526,0.5264279624893435,0.5937707090788602,0.7296296296296296,0.8107489994282447,0.9106078665077473]}",{},False,False
time_A2_histgb,time,val,A2,histgb,79652,14966,,286,285,,"{""learning_rate"":0.1,""max_iter"":300,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend"",""workout_completed_prev_day"",""workout_count_7d"",""workout_count_28d"",""completion_rate_7d"",""completion_rate_28d"",""days_since_last_workout"",""consecutive_workout_days"",""consecutive_non_workout_days"",""is_return_mode_candidate""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A2_histgb.parquet,False,0.35749987499912095,0.6974067213548558,0.656822429906542,0.6765064493358147,0.7276817196656645,0.7630041318052462,0.20878026727688434,4654,2287,2754,5271,"{""n_bins"":10,""probability_predicted"":[0.17138126855943261,0.26773525074558124,0.34701243332241194,0.45508984708107486,0.5414303568286116,0.6621178773902652,0.759135312846794,0.8361669790620264,0.9450074113408724],""probability_true"":[0.1951219512195122,0.26435877261998425,0.34386311286607435,0.4465161923454367,0.5342806394316163,0.6596306068601583,0.7592592592592593,0.8328752061572292,0.9383333333333334]}",{},False,False
time_A3_logreg,time,val,A3,logreg,79652,14966,,286,285,,"{""max_iter"":1000,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend"",""workout_completed_prev_day"",""workout_count_7d"",""workout_count_28d"",""completion_rate_7d"",""completion_rate_28d"",""days_since_last_workout"",""consecutive_workout_days"",""consecutive_non_workout_days"",""is_return_mode_candidate"",""sleep_minutes_prev_day"",""resting_hr_prev_day"",""resting_hr_trend_code_prev_day"",""last_workout_duration_min_prev_day"",""last_workout_type_code_prev_day"",""last_workout_calories_prev_day"",""last_workout_avg_hr_prev_day""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A3_logreg.parquet,False,0.19550870900093287,0.6871389098216528,0.6817445482866044,0.6844311002689686,0.72802084862129,0.7622717952444589,0.20955845748756197,4450,2491,2554,5471,"{""n_bins"":10,""probability_predicted"":[0.17792280504314734,0.25847086334107755,0.34509649218848354,0.45812265283859854,0.5418478370279511,0.6478744297135522,0.7639927336481773,0.828516882865928,0.9102603048086166],""probability_true"":[0.19184652278177458,0.2995658465991317,0.3392929703372613,0.44642857142857145,0.5030250648228176,0.6038803556992725,0.7575030012004802,0.870507399577167,1.0]}",{},False,False
time_A3_rf,time,val,A3,rf,79652,14966,,286,285,,"{""min_samples_leaf"":5,""n_estimators"":300,""n_jobs"":-1,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend"",""workout_completed_prev_day"",""workout_count_7d"",""workout_count_28d"",""completion_rate_7d"",""completion_rate_28d"",""days_since_last_workout"",""consecutive_workout_days"",""consecutive_non_workout_days"",""is_return_mode_candidate"",""sleep_minutes_prev_day"",""resting_hr_prev_day"",""resting_hr_trend_code_prev_day"",""last_workout_duration_min_prev_day"",""last_workout_type_code_prev_day"",""last_workout_calories_prev_day"",""last_workout_avg_hr_prev_day""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A3_rf.parquet,False,1.995368125000823,0.6927734632091616,0.6558255451713396,0.6737933683267188,0.7214662435184673,0.7586683247833783,0.21088221091878007,4607,2334,2762,5263,"{""n_bins"":10,""probability_predicted"":[0.09782058745622635,0.17636591463425513,0.25935134866940485,0.35119722728085456,0.45068389301745604,0.5452262314279577,0.6447173351208949,0.7546572966795219,0.844581256743531,0.9399775083316559],""probability_true"":[0.25,0.215311004784689,0.3002028397565923,0.3463708160962768,0.4476474486414844,0.5203657522859518,0.6196269261962692,0.7644736842105263,0.831728045325779,0.9167904903417533]}",{},False,False
time_A3_histgb,time,val,A3,histgb,79652,14966,,286,285,,"{""learning_rate"":0.1,""max_iter"":300,""random_state"":42}","[""experience_level_code"",""day_of_week"",""is_weekend"",""workout_completed_prev_day"",""workout_count_7d"",""workout_count_28d"",""completion_rate_7d"",""completion_rate_28d"",""days_since_last_workout"",""consecutive_workout_days"",""consecutive_non_workout_days"",""is_return_mode_candidate"",""sleep_minutes_prev_day"",""resting_hr_prev_day"",""resting_hr_trend_code_prev_day"",""last_workout_duration_min_prev_day"",""last_workout_type_code_prev_day"",""last_workout_calories_prev_day"",""last_workout_avg_hr_prev_day""]",42,84e53a05f01e9188b5d2ed16fdfc6d99da3afcf0,07d935d701aec7001ed59534be4c84d7176f5feaca0318ae978e512769d46373,a0425fcc0ba351c8f6137f2997261229b374cf54a99904bc2ec4416c648a9549,2026-08-20T03:49:49.774289+00:00,0.5,10,14966,ml/outputs/predictions/predictions_time_A3_histgb.parquet,False,0.3731984160003776,0.6990369181380417,0.6512149532710281,0.6742790787691116,0.7280094216450986,0.7643487212645705,0.2086506793634291,4691,2250,2799,5226,"{""n_bins"":10,""probability_predicted"":[0.18330536484718324,0.2707262009147173,0.347070420091467,0.45356763533596123,0.5406942490335661,0.6525405975754814,0.7589028326447752,0.8369980672689584,0.9366433779860652],""probability_true"":[0.0,0.24890446976336547,0.3401768793430196,0.4524858401510384,0.5311077389984825,0.6502525252525253,0.7638660076880834,0.8326153846153846,0.9418604651162791]}",{},True,True
