alternative_only,alternative_policy_version,alternative_relation_code,alternative_source_base_exercise_id,alternative_source_base_stable_code,body_focus_code,canonical_decision_code,canonical_decision_note_ko,canonical_decision_source,canonical_status,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_sets,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_policy_rule_code,difficulty_status,display_name_ko,equipment_codes,exercise_id,family_code,fitt_allowed_experience_level_codes,fitt_mapping_source_representative_exercise_id,fitt_mapping_status_code,fitt_template_ids_by_experience,fixed_posture_code,fixed_support_code,form_cues_ko,general_pool_included,general_pool_inclusion_reason_code,instruction_content_version,instruction_identity_status,instruction_summary_ko,is_representative,legacy_exercise_id,location_codes,name_en,name_ko,original_posture_instructions_replaced,pain_area_load_guard_codes,pain_discomfort_area_code,phase_codes,primary_body_area_codes,primary_movement_pattern_code,production_eligible,record_type,recovery_eligible,representative_exercise_id,review_required,review_required_codes,review_status_code,safety_mapping_source_representative_exercise_id,safety_mapping_status_code,safety_rule_binding_status_code,secondary_body_area_codes,setup_condition_ko,source_author,source_identity,source_instruction_en,source_instruction_steps_en,source_key,source_license,source_media_id,source_media_reference,source_name,source_name_en,source_name_ko,source_provenance_status,source_record_id,source_system,source_track,source_url,stable_code,stop_guard_code,support_equipment_codes,timing_mode_code,training_type_code,user_review_decision_code,user_review_status,variant_materialization_status_code,variant_relation_status_code,variant_type_code,accessed_at,attribution_text,legacy_source_identity,legacy_source_key,legacy_source_track,license_id,license_name,license_review_status,license_url,license_version,source_license_author,source_license_status,timing_phase_review_status,v1_exercise_ids,allowed_experience_level_codes,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,raw_source_record_json,representative_source_key,variant_candidate_pair_id,approval_reference,approval_method_code,approved_at
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000046,one_arm_wall_lats_isolation_bodyweight,BACK,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,90,,3,,,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,한 팔 광배근 스트레칭,"[""BODYWEIGHT""]",DVAR-010E538801DE3645,ONE_ARM_WALL_LATS,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-COMPOUND-PULL-V1"", ""INTERMEDIATE"": ""FITT-COMPOUND-PULL-INTERMEDIATE-V1""}",SUPPORTED_SEATED_KNEES_NEUTRAL_UNWEIGHTED,BACKREST_AND_LOWER_LEG_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,한 팔 광배근 스트레칭,False,,"[""HOME"", ""GYM""]",,한 팔 광배근 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""UPPER_BACK""]",ISOLATION,True,SEPARATE_EXERCISE,False,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""SHOULDER"", ""ELBOW""]",,,DVAR-010E538801DE3645,,,pain_alternative_policy:DVAR-010E538801DE3645,,,,한 팔 광배근 스트레칭,,한 팔 광배근 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-010E538801DE3645,pain_alternative_policy,pain_alternative_policy,,one_arm_wall_lats_isolation_bodyweight__knee_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""PADDED_CHAIR"", ""SUPPORT_CUSHION""]",REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000050,peroneal_stretch_mobility_stretch_stretch_strap,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,INTERMEDIATE,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,종아리 바깥쪽 스트레칭,"[""STRETCH_STRAP""]",DVAR-015C32CEB067E809,PERONEAL_STRETCH,"[""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_UPPER_BACK_NEUTRAL,MAT_AND_FULL_UPPER_BACK_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,종아리 바깥쪽 스트레칭,False,,"[""GYM""]",,종아리 바깥쪽 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ANKLE_FOOT""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""KNEE""]",,,DVAR-015C32CEB067E809,,,pain_alternative_policy:DVAR-015C32CEB067E809,,,,종아리 바깥쪽 스트레칭,,종아리 바깥쪽 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-015C32CEB067E809,pain_alternative_policy,pain_alternative_policy,,peroneal_stretch_mobility_stretch_stretch_strap__upper_back_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000030,dumbbell_standing_curl_isolation_dumbbell,BICEPS,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,60,,3,,,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,덤벨 바이셉스 컬,"[""DUMBBELL""]",DVAR-03A7A7C6A78247A9,DUMBBELL_STANDING_CURL,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",REVIEWED_NO_LOAD_POSTURE,REVIEWED_NO_LOAD_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,덤벨 바이셉스 컬,False,,"[""HOME"", ""GYM""]",,덤벨 바이셉스 컬,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ELBOW""]",ISOLATION,True,SEPARATE_EXERCISE,False,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""WRIST_HAND""]",,,DVAR-03A7A7C6A78247A9,,,pain_alternative_policy:DVAR-03A7A7C6A78247A9,,,,덤벨 바이셉스 컬,,덤벨 바이셉스 컬,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-03A7A7C6A78247A9,pain_alternative_policy,pain_alternative_policy,,dumbbell_standing_curl_isolation_dumbbell__knee_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000032,dynamic_chest_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,다이내믹 가슴 스트레칭,"[""BODYWEIGHT""]",DVAR-0423655BB84F05ED,DYNAMIC_CHEST_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_NEUTRAL_SPINE,FULL_BACK_AND_PELVIS_MAT_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,다이내믹 가슴 스트레칭,False,,"[""HOME"", ""GYM""]",,다이내믹 가슴 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""CHEST""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""SHOULDER"", ""UPPER_BACK""]",,,DVAR-0423655BB84F05ED,,,pain_alternative_policy:DVAR-0423655BB84F05ED,,,,다이내믹 가슴 스트레칭,,다이내믹 가슴 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-0423655BB84F05ED,pain_alternative_policy,pain_alternative_policy,,dynamic_chest_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000057,hip_flexion_isolation_bodyweight,QUADRICEPS,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,60,,2,,,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,무릎 들기,"[""BODYWEIGHT""]",DVAR-06892D3AE613BF99,REVIEW_REQUIRED,"[""BEGINNER"", ""INTERMEDIATE""]",,REVIEW_REQUIRED,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",REVIEWED_NO_LOAD_POSTURE,REVIEWED_NO_LOAD_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,무릎 들기,False,,"[""HOME"", ""GYM""]",,무릎 들기,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""KNEE""]",ISOLATION,True,SEPARATE_EXERCISE,False,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""HIP"", ""ANKLE_FOOT""]",,,DVAR-06892D3AE613BF99,,,pain_alternative_policy:DVAR-06892D3AE613BF99,,,,무릎 들기,,무릎 들기,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-06892D3AE613BF99,pain_alternative_policy,pain_alternative_policy,,hip_flexion_isolation_bodyweight__upper_back_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000053,rear_deltoid_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,후면 어깨 스트레칭,"[""BODYWEIGHT""]",DVAR-0FA62ADA4EEA3182,REAR_DELTOID_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SEATED_KNEES_NEUTRAL_UNWEIGHTED,BACKREST_AND_LOWER_LEG_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,후면 어깨 스트레칭,False,,"[""HOME"", ""GYM""]",,후면 어깨 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""SHOULDER""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""UPPER_BACK""]",,,DVAR-0FA62ADA4EEA3182,,,pain_alternative_policy:DVAR-0FA62ADA4EEA3182,,,,후면 어깨 스트레칭,,후면 어깨 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-0FA62ADA4EEA3182,pain_alternative_policy,pain_alternative_policy,,rear_deltoid_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""PADDED_CHAIR"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000077,runners_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,러너스 스트레칭,"[""BODYWEIGHT""]",DVAR-1760C8AA64CEB384,RUNNERS_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_NO_TRUNK_BRACING,FULL_BACK_AND_PELVIS_MAT_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,러너스 스트레칭,False,,"[""HOME"", ""GYM""]",,러너스 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""ANKLE_FOOT"", ""KNEE""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""HIP""]",,,DVAR-1760C8AA64CEB384,,,pain_alternative_policy:DVAR-1760C8AA64CEB384,,,,러너스 스트레칭,,러너스 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-1760C8AA64CEB384,pain_alternative_policy,pain_alternative_policy,,runners_stretch_mobility_stretch_bodyweight__abdomen_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000032,dynamic_chest_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,다이내믹 가슴 스트레칭,"[""BODYWEIGHT""]",DVAR-18D8381ECAA601CC,DYNAMIC_CHEST_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SUPINE_PELVIS_NEUTRAL,FULL_BODY_MAT_AND_KNEE_BOLSTER_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,다이내믹 가슴 스트레칭,False,,"[""HOME"", ""GYM""]",,다이내믹 가슴 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""CHEST""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""SHOULDER"", ""UPPER_BACK""]",,,DVAR-18D8381ECAA601CC,,,pain_alternative_policy:DVAR-18D8381ECAA601CC,,,,다이내믹 가슴 스트레칭,,다이내믹 가슴 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-18D8381ECAA601CC,pain_alternative_policy,pain_alternative_policy,,dynamic_chest_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""MAT"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000034,hamstring_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,햄스트링 스트레칭,"[""BODYWEIGHT""]",DVAR-1A1F63F097657004,HAMSTRING_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SEATED_HANDS_OPEN_RELAXED,BACKREST_AND_OPEN_PALM_CUSHION_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,햄스트링 스트레칭,False,,"[""HOME"", ""GYM""]",,햄스트링 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""KNEE""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""HIP""]",,,DVAR-1A1F63F097657004,,,pain_alternative_policy:DVAR-1A1F63F097657004,,,,햄스트링 스트레칭,,햄스트링 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-1A1F63F097657004,pain_alternative_policy,pain_alternative_policy,,hamstring_stretch_mobility_stretch_bodyweight__wrist_hand_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""PADDED_CHAIR"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,discomfort-alternative-concern-resolution-v2.0.2-v1.0.0,PAIN_AREA_NO_LOAD_SAFE_VARIANT,REX-000021,chest_front_shoulder_stretch_mobility_stretch_bodyweight,MOBILITY,SEPARATE_EXERCISE_PAIN_SAFE_VARIANT,통증 Alternative target이면서 일반 운동 풀에도 포함한다.,CONCERN_RESOLUTION_POLICY_REVIEW,PAIN_ALTERNATIVE_TARGET_REVIEW_REQUIRED,exercise-catalog-v2.0.2-final,,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,REVIEW_REQUIRED,가슴·어깨 앞면 스트레칭,"[""BODYWEIGHT""]",DVAR-22F9847D7E796DD5,CHEST_FRONT_SHOULDER_STRETCH,"[""BEGINNER"", ""INTERMEDIATE""]",,DOMAIN_APPROVED,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",SUPPORTED_SEATED_KNEES_NEUTRAL_UNWEIGHTED,BACKREST_AND_LOWER_LEG_SUPPORT,[],True,INDEPENDENT_SAFE_VARIANT_GENERAL_POOL,user-name-only-v1,USER_REVIEWED_NAME_ONLY,가슴·어깨 앞면 스트레칭,False,,"[""HOME"", ""GYM""]",,가슴·어깨 앞면 스트레칭,True,"[""NO_PAIN_AREA_WEIGHT_BEARING"", ""NO_PAIN_AREA_GRIP"", ""NO_PAIN_AREA_BRACING""]",,[],"[""CHEST"", ""SHOULDER""]",MOBILITY_STRETCH,True,SEPARATE_EXERCISE,True,,True,"[""PAIN_ALTERNATIVE_DOMAIN_APPROVAL_REQUIRED"", ""MEDIA_RIGHTS_REVIEW_REQUIRED"", ""ALTERNATIVE_TARGET_AND_GENERAL_POOL""]",DOMAIN_APPROVED,,DOMAIN_APPROVED,BOUND_INDEPENDENT_SOURCE,"[""UPPER_BACK""]",,,DVAR-22F9847D7E796DD5,,,pain_alternative_policy:DVAR-22F9847D7E796DD5,,,,가슴·어깨 앞면 스트레칭,,가슴·어깨 앞면 스트레칭,DERIVED_POLICY_REVIEW_REQUIRED,DVAR-22F9847D7E796DD5,pain_alternative_policy,pain_alternative_policy,,chest_front_shoulder_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,STOP_IF_DISCOMFORT_INCREASES,"[""PADDED_CHAIR"", ""SUPPORT_CUSHION""]",DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
